feature,tophat2,hisat2,hisat2/tophat2
FBgn0031306,1,1,1
FBgn0031307,3,3,1
FBgn0031309,2,2,1
FBgn0031310,3,4,1.3333333333333333
FBgn0031312,3,3,1
FBgn0031313,5,5,1
FBgn0031314,2,2,1
FBgn0031315,1,1,1
FBgn0031317,9,9,1
FBgn0031318,8,9,1.125
FBgn0031319,3,3,1
FBgn0031320,2,2,1
FBgn0031322,4,3,0.75
FBgn0031327,4,4,1
FBgn0031344,2,2,1
FBgn0031351,2,1,0.5
FBgn0031356,8,4,0.5
FBgn0031357,7,7,1
FBgn0031359,12,9,0.75
FBgn0031360,8,3,0.375
FBgn0031361,3,2,0.6666666666666666
FBgn0031374,36,23,0.6388888888888888
FBgn0031377,18,16,0.8888888888888888
FBgn0031378,2,2,1
FBgn0031379,10,7,0.7
FBgn0031381,13,12,0.9230769230769231
FBgn0031384,14,13,0.9285714285714286
FBgn0031389,2,2,1
FBgn0031390,16,12,0.75
FBgn0031391,5,4,0.8
FBgn0031392,28,28,1
FBgn0031395,6,5,0.8333333333333334
FBgn0031398,5,5,1
FBgn0031399,3,3,1
FBgn0031401,10,8,0.8
FBgn0031403,1,1,1
FBgn0031406,1,1,1
FBgn0031407,1,1,1
FBgn0031414,2,2,1
FBgn0031417,2,2,1
FBgn0031418,4,4,1
FBgn0031420,1,1,1
FBgn0031422,1,1,1
FBgn0031424,1,1,1
FBgn0031434,9,8,0.8888888888888888
FBgn0031435,8,6,0.75
FBgn0031436,15,14,0.9333333333333333
FBgn0031437,11,9,0.8181818181818182
FBgn0031443,1,1,1
FBgn0031449,23,21,0.9130434782608695
FBgn0031450,4,4,1
FBgn0031452,9,7,0.7777777777777778
FBgn0031453,22,20,0.9090909090909091
FBgn0031456,1,1,1
FBgn0031457,5,4,0.8
FBgn0031458,5,5,1
FBgn0031459,21,19,0.9047619047619048
FBgn0031461,5,4,0.8
FBgn0031465,1,1,1
FBgn0031473,1,1,1
FBgn0031474,9,9,1
FBgn0031478,10,9,0.9
FBgn0031479,4,3,0.75
FBgn0031483,11,8,0.7272727272727273
FBgn0031484,2,2,1
FBgn0031485,1,1,1
FBgn0031488,4,4,1
FBgn0031489,2,1,0.5
FBgn0031491,3,3,1
FBgn0031492,4,4,1
FBgn0031493,6,6,1
FBgn0031495,5,5,1
FBgn0031496,1,1,1
FBgn0031497,6,4,0.6666666666666666
FBgn0031498,1,1,1
FBgn0031500,1,1,1
FBgn0031505,23,18,0.782608695652174
FBgn0031514,2,2,1
FBgn0031515,1,1,1
FBgn0031516,11,12,1.0909090909090908
FBgn0031517,2,1,0.5
FBgn0031519,1,1,1
FBgn0031523,2,3,1.5
FBgn0031528,1,1,1
FBgn0031529,8,7,0.875
FBgn0031530,1,1,1
FBgn0031534,7,7,1
FBgn0031535,8,8,1
FBgn0031536,5,5,1
FBgn0031538,5,4,0.8
FBgn0031540,9,6,0.6666666666666666
FBgn0031544,11,7,0.6363636363636364
FBgn0031548,2,1,0.5
FBgn0031549,6,6,1
FBgn0031554,1,1,1
FBgn0031560,4,4,1
FBgn0031561,6,6,1
FBgn0031562,2,2,1
FBgn0031563,2,1,0.5
FBgn0031564,1,1,1
FBgn0031566,2,2,1
FBgn0031568,2,2,1
FBgn0031571,14,9,0.6428571428571429
FBgn0031573,9,9,1
FBgn0031574,3,3,1
FBgn0031575,5,4,0.8
FBgn0031580,4,3,0.75
FBgn0031589,10,10,1
FBgn0031590,10,10,1
FBgn0031600,5,4,0.8
FBgn0031602,2,1,0.5
FBgn0031604,6,6,1
FBgn0031606,7,6,0.8571428571428571
FBgn0031607,2,1,0.5
FBgn0031608,4,4,1
FBgn0031609,7,7,1
FBgn0031610,4,4,1
FBgn0031611,1,1,1
FBgn0031627,1,1,1
FBgn0031629,8,6,0.75
FBgn0031631,1,1,1
FBgn0031632,13,11,0.8461538461538461
FBgn0031634,1,1,1
FBgn0031635,9,9,1
FBgn0031637,12,10,0.8333333333333334
FBgn0031638,4,4,1
FBgn0031639,4,4,1
FBgn0031640,6,4,0.6666666666666666
FBgn0031643,5,4,0.8
FBgn0031645,12,8,0.6666666666666666
FBgn0031650,3,3,1
FBgn0031651,7,7,1
FBgn0031652,4,4,1
FBgn0031653,30,29,0.9666666666666667
FBgn0031654,9,7,0.7777777777777778
FBgn0031655,5,4,0.8
FBgn0031657,3,3,1
FBgn0031659,5,5,1
FBgn0031660,6,5,0.8333333333333334
FBgn0031661,10,10,1
FBgn0031662,3,3,1
FBgn0031663,4,3,0.75
FBgn0031664,5,4,0.8
FBgn0031670,10,10,1
FBgn0031673,5,4,0.8
FBgn0031675,3,3,1
FBgn0031676,9,8,0.8888888888888888
FBgn0031677,5,4,0.8
FBgn0031678,5,4,0.8
FBgn0031681,38,35,0.9210526315789473
FBgn0031682,5,4,0.8
FBgn0031683,22,20,0.9090909090909091
FBgn0031684,8,8,1
FBgn0031689,2,2,1
FBgn0031692,2,2,1
FBgn0031693,1,1,1
FBgn0031695,2,2,1
FBgn0031696,15,14,0.9333333333333333
FBgn0031698,66,59,0.8939393939393939
FBgn0031700,5,4,0.8
FBgn0031701,14,10,0.7142857142857143
FBgn0031702,1,1,1
FBgn0031703,4,4,1
FBgn0031708,4,3,0.75
FBgn0031710,14,13,0.9285714285714286
FBgn0031711,3,2,0.6666666666666666
FBgn0031713,3,3,1
FBgn0031734,8,7,0.875
FBgn0031735,1,1,1
FBgn0031736,5,5,1
FBgn0031737,1,1,1
FBgn0031738,6,6,1
FBgn0031739,4,4,1
FBgn0031741,13,11,0.8461538461538461
FBgn0031745,2,2,1
FBgn0031752,18,18,1
FBgn0031753,1,1,1
FBgn0031756,9,6,0.6666666666666666
FBgn0031759,51,45,0.8823529411764706
FBgn0031760,2,2,1
FBgn0031762,2,2,1
FBgn0031764,2,2,1
FBgn0031766,2,2,1
FBgn0031768,3,3,1
FBgn0031769,11,9,0.8181818181818182
FBgn0031771,27,26,0.9629629629629629
FBgn0031772,2,2,1
FBgn0031773,6,6,1
FBgn0031776,4,4,1
FBgn0031777,4,4,1
FBgn0031779,3,3,1
FBgn0031782,1,1,1
FBgn0031799,7,4,0.5714285714285714
FBgn0031801,2,2,1
FBgn0031804,1,1,1
FBgn0031813,7,7,1
FBgn0031814,4,3,0.75
FBgn0031815,7,6,0.8571428571428571
FBgn0031816,1,1,1
FBgn0031817,3,1,0.3333333333333333
FBgn0031818,12,11,0.9166666666666666
FBgn0031820,34,31,0.9117647058823529
FBgn0031821,1,1,1
FBgn0031822,13,13,1
FBgn0031824,4,2,0.5
FBgn0031830,58,44,0.7586206896551724
FBgn0031832,2,1,0.5
FBgn0031834,3,2,0.6666666666666666
FBgn0031835,2,1,0.5
FBgn0031836,21,19,0.9047619047619048
FBgn0031842,22,22,1
FBgn0031848,5,4,0.8
FBgn0031850,1,1,1
FBgn0031851,7,5,0.7142857142857143
FBgn0031857,21,14,0.6666666666666666
FBgn0031865,10,7,0.7
FBgn0031868,23,21,0.9130434782608695
FBgn0031869,7,9,1.2857142857142858
FBgn0031871,5,4,0.8
FBgn0031872,2,1,0.5
FBgn0031875,4,4,1
FBgn0031876,1,1,1
FBgn0031878,8,8,1
FBgn0031879,3,3,1
FBgn0031882,4,4,1
FBgn0031883,11,11,1
FBgn0031885,34,31,0.9117647058823529
FBgn0031886,3,2,0.6666666666666666
FBgn0031893,4,3,0.75
FBgn0031894,5,2,0.4
FBgn0031895,4,4,1
FBgn0031896,20,19,0.95
FBgn0031897,21,16,0.7619047619047619
FBgn0031904,9,9,1
FBgn0031907,2,2,1
FBgn0031908,11,10,0.9090909090909091
FBgn0031909,5,5,1
FBgn0031910,1,1,1
FBgn0031913,9,9,1
FBgn0031914,6,5,0.8333333333333334
FBgn0031918,1,1,1
FBgn0031929,3,3,1
FBgn0031935,1,1,1
FBgn0031936,2,2,1
FBgn0031937,3,3,1
FBgn0031939,4,1,0.25
FBgn0031940,12,12,1
FBgn0031942,63,48,0.7619047619047619
FBgn0031947,9,7,0.7777777777777778
FBgn0031948,2,2,1
FBgn0031950,7,4,0.5714285714285714
FBgn0031951,1,1,1
FBgn0031952,11,13,1.1818181818181819
FBgn0031961,1,1,1
FBgn0031968,2,2,1
FBgn0031969,25,22,0.88
FBgn0031970,2,2,1
FBgn0031971,8,2,0.25
FBgn0031972,1,1,1
FBgn0031973,1,1,1
FBgn0031974,9,4,0.4444444444444444
FBgn0031975,1,1,1
FBgn0031976,1,1,1
FBgn0031977,8,8,1
FBgn0031979,5,4,0.8
FBgn0031980,115,111,0.9652173913043478
FBgn0031981,7,7,1
FBgn0031985,17,15,0.8823529411764706
FBgn0031987,5,3,0.6
FBgn0031988,16,16,1
FBgn0031990,43,43,1
FBgn0031992,1,1,1
FBgn0031995,19,11,0.5789473684210527
FBgn0031996,6,4,0.6666666666666666
FBgn0031997,2,2,1
FBgn0031998,8,7,0.875
FBgn0031999,1,1,1
FBgn0032000,5,5,1
FBgn0032001,2,2,1
FBgn0032005,14,12,0.8571428571428571
FBgn0032006,6,6,1
FBgn0032010,7,5,0.7142857142857143
FBgn0032014,15,14,0.9333333333333333
FBgn0032015,4,2,0.5
FBgn0032016,6,4,0.6666666666666666
FBgn0032017,4,4,1
FBgn0032018,6,5,0.8333333333333334
FBgn0032020,5,3,0.6
FBgn0032021,4,3,0.75
FBgn0032022,7,4,0.5714285714285714
FBgn0032025,3,3,1
FBgn0032026,49,44,0.8979591836734694
FBgn0032029,8,7,0.875
FBgn0032030,3,3,1
FBgn0032031,3,3,1
FBgn0032032,3,3,1
FBgn0032033,2,2,1
FBgn0032036,22,21,0.9545454545454546
FBgn0032042,6,6,1
FBgn0032047,4,4,1
FBgn0032049,142,134,0.9436619718309859
FBgn0032050,19,19,1
FBgn0032051,13,12,0.9230769230769231
FBgn0032052,7,7,1
FBgn0032053,3,2,0.6666666666666666
FBgn0032054,4,4,1
FBgn0032057,1,1,1
FBgn0032059,1,1,1
FBgn0032061,1,1,1
FBgn0032066,1,1,1
FBgn0032068,3,3,1
FBgn0032069,4,4,1
FBgn0032074,10,7,0.7
FBgn0032075,15,15,1
FBgn0032076,2,2,1
FBgn0032077,1,1,1
FBgn0032078,11,8,0.7272727272727273
FBgn0032079,8,6,0.75
FBgn0032086,1,1,1
FBgn0032087,6,4,0.6666666666666666
FBgn0032088,3,2,0.6666666666666666
FBgn0032095,1,1,1
FBgn0032101,9,9,1
FBgn0032105,4,3,0.75
FBgn0032120,34,32,0.9411764705882353
FBgn0032123,20,19,0.95
FBgn0032124,1,1,1
FBgn0032126,6,6,1
FBgn0032127,41,34,0.8292682926829268
FBgn0032129,16,16,1
FBgn0032130,7,6,0.8571428571428571
FBgn0032131,3,2,0.6666666666666666
FBgn0032135,4,1,0.25
FBgn0032136,17,16,0.9411764705882353
FBgn0032138,33,23,0.696969696969697
FBgn0032139,1,1,1
FBgn0032144,36,30,0.8333333333333334
FBgn0032147,14,14,1
FBgn0032150,1,1,1
FBgn0032151,1,1,1
FBgn0032154,4,3,0.75
FBgn0032156,22,22,1
FBgn0032157,4,3,0.75
FBgn0032160,5,5,1
FBgn0032166,22,21,0.9545454545454546
FBgn0032167,16,15,0.9375
FBgn0032168,8,7,0.875
FBgn0032169,6,6,1
FBgn0032170,5,4,0.8
FBgn0032171,2,1,0.5
FBgn0032172,8,7,0.875
FBgn0032178,1,1,1
FBgn0032187,2,2,1
FBgn0032189,3,2,0.6666666666666666
FBgn0032191,9,9,1
FBgn0032193,1,1,1
FBgn0032194,13,12,0.9230769230769231
FBgn0032195,2,2,1
FBgn0032196,14,14,1
FBgn0032197,9,9,1
FBgn0032198,47,46,0.9787234042553191
FBgn0032200,20,21,1.05
FBgn0032202,5,4,0.8
FBgn0032204,4,4,1
FBgn0032205,2,2,1
FBgn0032208,124,103,0.8306451612903226
FBgn0032210,4,3,0.75
FBgn0032211,1,1,1
FBgn0032213,3,3,1
FBgn0032214,9,7,0.7777777777777778
FBgn0032216,12,13,1.0833333333333333
FBgn0032217,19,18,0.9473684210526315
FBgn0032218,14,13,0.9285714285714286
FBgn0032219,2,2,1
FBgn0032221,1,1,1
FBgn0032222,10,10,1
FBgn0032223,27,25,0.9259259259259259
FBgn0032224,12,11,0.9166666666666666
FBgn0032229,8,5,0.625
FBgn0032231,4,3,0.75
FBgn0032234,1,1,1
FBgn0032235,2,1,0.5
FBgn0032236,8,8,1
FBgn0032242,30,25,0.8333333333333334
FBgn0032243,6,4,0.6666666666666666
FBgn0032244,5,3,0.6
FBgn0032246,14,14,1
FBgn0032248,6,5,0.8333333333333334
FBgn0032249,4,3,0.75
FBgn0032253,4,3,0.75
FBgn0032256,1,1,1
FBgn0032258,6,5,0.8333333333333334
FBgn0032259,5,2,0.4
FBgn0032260,1,1,1
FBgn0032261,2,2,1
FBgn0032262,9,7,0.7777777777777778
FBgn0032264,6,3,0.5
FBgn0032283,4,3,0.75
FBgn0032285,9,9,1
FBgn0032290,1,1,1
FBgn0032292,10,9,0.9
FBgn0032293,1,1,1
FBgn0032295,13,11,0.8461538461538461
FBgn0032296,2,2,1
FBgn0032297,14,12,0.8571428571428571
FBgn0032298,8,8,1
FBgn0032303,1,1,1
FBgn0032305,8,8,1
FBgn0032311,1,1,1
FBgn0032321,8,8,1
FBgn0032329,7,6,0.8571428571428571
FBgn0032330,13,10,0.7692307692307693
FBgn0032339,15,7,0.4666666666666667
FBgn0032341,8,8,1
FBgn0032343,3,3,1
FBgn0032346,6,6,1
FBgn0032348,22,17,0.7727272727272727
FBgn0032350,25,25,1
FBgn0032354,3,3,1
FBgn0032358,3,3,1
FBgn0032361,1,1,1
FBgn0032362,1,1,1
FBgn0032363,23,21,0.9130434782608695
FBgn0032373,3,2,0.6666666666666666
FBgn0032374,4,4,1
FBgn0032378,14,13,0.9285714285714286
FBgn0032381,5,4,0.8
FBgn0032382,15,10,0.6666666666666666
FBgn0032388,12,12,1
FBgn0032390,1,1,1
FBgn0032391,3,3,1
FBgn0032393,7,7,1
FBgn0032394,10,10,1
FBgn0032395,10,7,0.7
FBgn0032397,5,4,0.8
FBgn0032398,6,6,1
FBgn0032400,80,73,0.9125
FBgn0032401,1,1,1
FBgn0032407,17,17,1
FBgn0032408,5,3,0.6
FBgn0032409,7,6,0.8571428571428571
FBgn0032421,8,4,0.5
FBgn0032422,4,4,1
FBgn0032429,2,1,0.5
FBgn0032430,1,1,1
FBgn0032433,4,3,0.75
FBgn0032444,51,50,0.9803921568627451
FBgn0032445,2,2,1
FBgn0032446,4,4,1
FBgn0032449,2,2,1
FBgn0032450,6,5,0.8333333333333334
FBgn0032451,10,10,1
FBgn0032452,1,1,1
FBgn0032453,24,22,0.9166666666666666
FBgn0032454,12,13,1.0833333333333333
FBgn0032455,13,9,0.6923076923076923
FBgn0032456,28,26,0.9285714285714286
FBgn0032465,3,5,1.6666666666666667
FBgn0032467,13,12,0.9230769230769231
FBgn0032472,1,1,1
FBgn0032474,7,7,1
FBgn0032475,38,29,0.7631578947368421
FBgn0032476,3,3,1
FBgn0032477,4,4,1
FBgn0032478,1,1,1
FBgn0032479,29,27,0.9310344827586207
FBgn0032480,7,8,1.1428571428571428
FBgn0032481,18,18,1
FBgn0032482,8,7,0.875
FBgn0032485,17,18,1.0588235294117647
FBgn0032486,3,3,1
FBgn0032487,1,1,1
FBgn0032488,3,3,1
FBgn0032494,7,4,0.5714285714285714
FBgn0032505,130,120,0.9230769230769231
FBgn0032509,5,4,0.8
FBgn0032511,29,27,0.9310344827586207
FBgn0032512,1,1,1
FBgn0032513,8,8,1
FBgn0032514,9,7,0.7777777777777778
FBgn0032515,1,1,1
FBgn0032516,4,4,1
FBgn0032517,4,4,1
FBgn0032518,201,189,0.9402985074626866
FBgn0032520,1,1,1
FBgn0032521,9,8,0.8888888888888888
FBgn0032523,2,1,0.5
FBgn0032524,1,1,1
FBgn0032533,2,2,1
FBgn0032538,5,4,0.8
FBgn0032586,18,16,0.8888888888888888
FBgn0032587,4,2,0.5
FBgn0032593,1,1,1
FBgn0032595,3,2,0.6666666666666666
FBgn0032596,9,7,0.7777777777777778
FBgn0032597,8,5,0.625
FBgn0032598,1,1,1
FBgn0032600,12,11,0.9166666666666666
FBgn0032601,1,1,1
FBgn0032603,3,3,1
FBgn0032614,4,4,1
FBgn0032615,1,1,1
FBgn0032620,2,2,1
FBgn0032633,10,9,0.9
FBgn0032635,8,7,0.875
FBgn0032640,5,5,1
FBgn0032642,1,1,1
FBgn0032643,10,9,0.9
FBgn0032644,3,3,1
FBgn0032646,6,5,0.8333333333333334
FBgn0032652,3,3,1
FBgn0032654,1,1,1
FBgn0032656,4,4,1
FBgn0032664,1,1,1
FBgn0032665,4,4,1
FBgn0032666,2,2,1
FBgn0032669,3,3,1
FBgn0032670,2,2,1
FBgn0032671,5,4,0.8
FBgn0032681,4,4,1
FBgn0032682,1,1,1
FBgn0032683,1,1,1
FBgn0032684,2,2,1
FBgn0032685,3,1,0.3333333333333333
FBgn0032688,6,8,1.3333333333333333
FBgn0032689,10,9,0.9
FBgn0032690,11,10,0.9090909090909091
FBgn0032691,3,4,1.3333333333333333
FBgn0032693,1,1,1
FBgn0032694,3,3,1
FBgn0032698,2,3,1.5
FBgn0032699,23,18,0.782608695652174
FBgn0032700,1,1,1
FBgn0032701,10,8,0.8
FBgn0032702,9,7,0.7777777777777778
FBgn0032703,5,5,1
FBgn0032704,9,9,1
FBgn0032705,11,10,0.9090909090909091
FBgn0032706,2,2,1
FBgn0032713,3,3,1
FBgn0032715,2,5,2.5
FBgn0032717,26,28,1.0769230769230769
FBgn0032719,1,1,1
FBgn0032721,10,8,0.8
FBgn0032723,15,14,0.9333333333333333
FBgn0032724,1,1,1
FBgn0032725,11,11,1
FBgn0032726,3,3,1
FBgn0032727,10,9,0.9
FBgn0032728,9,7,0.7777777777777778
FBgn0032729,4,3,0.75
FBgn0032731,5,5,1
FBgn0032732,5,3,0.6
FBgn0032734,1,1,1
FBgn0032746,6,6,1
FBgn0032748,39,36,0.9230769230769231
FBgn0032752,6,5,0.8333333333333334
FBgn0032763,4,3,0.75
FBgn0032773,8,5,0.625
FBgn0032774,10,7,0.7
FBgn0032775,6,4,0.6666666666666666
FBgn0032779,4,3,0.75
FBgn0032781,4,4,1
FBgn0032782,2,2,1
FBgn0032783,23,22,0.9565217391304348
FBgn0032787,1,1,1
FBgn0032788,20,19,0.95
FBgn0032789,39,37,0.9487179487179487
FBgn0032791,1,1,1
FBgn0032793,1,1,1
FBgn0032796,14,12,0.8571428571428571
FBgn0032797,2,2,1
FBgn0032799,5,5,1
FBgn0032800,1,1,1
FBgn0032801,2,2,1
FBgn0032803,2,2,1
FBgn0032805,9,9,1
FBgn0032811,1,1,1
FBgn0032812,1,1,1
FBgn0032815,21,17,0.8095238095238095
FBgn0032816,2,2,1
FBgn0032817,16,14,0.875
FBgn0032818,1,1,1
FBgn0032819,9,8,0.8888888888888888
FBgn0032820,4,4,1
FBgn0032821,19,20,1.0526315789473684
FBgn0032822,2,2,1
FBgn0032833,55,55,1
FBgn0032835,4,2,0.5
FBgn0032836,13,11,0.8461538461538461
FBgn0032839,1,1,1
FBgn0032845,3,3,1
FBgn0032846,5,5,1
FBgn0032847,13,13,1
FBgn0032848,3,3,1
FBgn0032849,4,4,1
FBgn0032850,3,3,1
FBgn0032857,4,3,0.75
FBgn0032859,56,53,0.9464285714285714
FBgn0032863,1,1,1
FBgn0032864,9,9,1
FBgn0032871,1,1,1
FBgn0032873,6,6,1
FBgn0032876,36,29,0.8055555555555556
FBgn0032877,7,7,1
FBgn0032880,22,21,0.9545454545454546
FBgn0032881,2,2,1
FBgn0032882,4,4,1
FBgn0032884,4,4,1
FBgn0032886,9,7,0.7777777777777778
FBgn0032888,1,1,1
FBgn0032889,6,4,0.6666666666666666
FBgn0032897,18,13,0.7222222222222222
FBgn0032899,4,4,1
FBgn0032900,2,2,1
FBgn0032906,15,12,0.8
FBgn0032907,4,3,0.75
FBgn0032908,1,1,1
FBgn0032910,5,4,0.8
FBgn0032911,1,1,1
FBgn0032913,3,3,1
FBgn0032916,7,7,1
FBgn0032919,18,17,0.9444444444444444
FBgn0032921,3,3,1
FBgn0032922,4,4,1
FBgn0032923,11,11,1
FBgn0032924,19,17,0.8947368421052632
FBgn0032925,15,15,1
FBgn0032929,6,5,0.8333333333333334
FBgn0032934,3,3,1
FBgn0032938,29,27,0.9310344827586207
FBgn0032940,42,37,0.8809523809523809
FBgn0032943,2,2,1
FBgn0032945,1,1,1
FBgn0032946,4,4,1
FBgn0032949,24,22,0.9166666666666666
FBgn0032955,32,29,0.90625
FBgn0032956,17,17,1
FBgn0032957,4,4,1
FBgn0032961,11,12,1.0909090909090908
FBgn0032974,12,11,0.9166666666666666
FBgn0032979,31,27,0.8709677419354839
FBgn0032986,18,17,0.9444444444444444
FBgn0032987,171,156,0.9122807017543859
FBgn0032988,32,31,0.96875
FBgn0032997,10,9,0.9
FBgn0033000,9,8,0.8888888888888888
FBgn0033005,19,19,1
FBgn0033010,10,9,0.9
FBgn0033015,14,14,1
FBgn0033017,6,6,1
FBgn0033019,4,3,0.75
FBgn0033021,40,37,0.925
FBgn0033027,28,25,0.8928571428571429
FBgn0033028,23,22,0.9565217391304348
FBgn0033029,28,27,0.9642857142857143
FBgn0033031,1,1,1
FBgn0033032,8,8,1
FBgn0033033,2,2,1
FBgn0033038,4,4,1
FBgn0033047,1,1,1
FBgn0033050,7,7,1
FBgn0033051,7,7,1
FBgn0033052,24,23,0.9583333333333334
FBgn0033054,2,2,1
FBgn0033055,8,7,0.875
FBgn0033060,2,2,1
FBgn0033062,32,30,0.9375
FBgn0033063,1,1,1
FBgn0033065,4,4,1
FBgn0033075,29,27,0.9310344827586207
FBgn0033079,9,9,1
FBgn0033081,29,27,0.9310344827586207
FBgn0033085,1,1,1
FBgn0033086,3,3,1
FBgn0033087,3,4,1.3333333333333333
FBgn0033088,5,5,1
FBgn0033092,12,8,0.6666666666666666
FBgn0033093,7,7,1
FBgn0033100,6,6,1
FBgn0033104,7,7,1
FBgn0033108,1,1,1
FBgn0033110,1,1,1
FBgn0033113,1,1,1
FBgn0033117,4,5,1.25
FBgn0033121,8,8,1
FBgn0033122,5,5,1
FBgn0033124,3,2,0.6666666666666666
FBgn0033127,4,5,1.25
FBgn0033129,1,1,1
FBgn0033130,4,4,1
FBgn0033133,1,1,1
FBgn0033134,9,10,1.1111111111111112
FBgn0033135,1,1,1
FBgn0033138,2,2,1
FBgn0033139,1,1,1
FBgn0033145,1,1,1
FBgn0033153,1,1,1
FBgn0033155,17,15,0.8823529411764706
FBgn0033159,12,12,1
FBgn0033160,4,3,0.75
FBgn0033166,19,18,0.9473684210526315
FBgn0033169,2,2,1
FBgn0033174,5,4,0.8
FBgn0033177,4,4,1
FBgn0033178,3,3,1
FBgn0033179,7,7,1
FBgn0033183,17,15,0.8823529411764706
FBgn0033184,8,8,1
FBgn0033185,7,7,1
FBgn0033187,8,7,0.875
FBgn0033188,12,12,1
FBgn0033191,7,3,0.42857142857142855
FBgn0033192,3,3,1
FBgn0033194,39,36,0.9230769230769231
FBgn0033195,3,4,1.3333333333333333
FBgn0033196,6,5,0.8333333333333334
FBgn0033199,6,6,1
FBgn0033203,1,1,1
FBgn0033205,3,3,1
FBgn0033206,4,2,0.5
FBgn0033208,6,4,0.6666666666666666
FBgn0033209,12,12,1
FBgn0033210,6,5,0.8333333333333334
FBgn0033212,13,13,1
FBgn0033216,3,3,1
FBgn0033224,21,19,0.9047619047619048
FBgn0033225,1,1,1
FBgn0033226,5,5,1
FBgn0033229,2,2,1
FBgn0033232,8,8,1
FBgn0033233,7,7,1
FBgn0033234,1,1,1
FBgn0033235,11,10,0.9090909090909091
FBgn0033236,32,29,0.90625
FBgn0033241,11,11,1
FBgn0033243,5,5,1
FBgn0033244,7,7,1
FBgn0033246,72,64,0.8888888888888888
FBgn0033247,1,1,1
FBgn0033250,12,10,0.8333333333333334
FBgn0033252,4,4,1
FBgn0033258,3,3,1
FBgn0033259,15,14,0.9333333333333333
FBgn0033260,10,9,0.9
FBgn0033264,15,15,1
FBgn0033265,5,5,1
FBgn0033266,3,3,1
FBgn0033271,4,4,1
FBgn0033272,2,2,1
FBgn0033273,7,7,1
FBgn0033274,2,2,1
FBgn0033277,1,1,1
FBgn0033296,3,2,0.6666666666666666
FBgn0033297,6,5,0.8333333333333334
FBgn0033308,2,2,1
FBgn0033309,2,2,1
FBgn0033313,31,27,0.8709677419354839
FBgn0033316,1,1,1
FBgn0033317,6,5,0.8333333333333334
FBgn0033320,1,1,1
FBgn0033321,2,2,1
FBgn0033324,2,2,1
FBgn0033337,1,1,1
FBgn0033339,12,11,0.9166666666666666
FBgn0033340,1,1,1
FBgn0033341,2,2,1
FBgn0033342,47,44,0.9361702127659575
FBgn0033347,1,1,1
FBgn0033348,2,2,1
FBgn0033349,8,8,1
FBgn0033350,2,2,1
FBgn0033351,2,1,0.5
FBgn0033352,13,13,1
FBgn0033354,6,5,0.8333333333333334
FBgn0033356,7,6,0.8571428571428571
FBgn0033357,8,7,0.875
FBgn0033359,2,1,0.5
FBgn0033362,1,1,1
FBgn0033365,2,2,1
FBgn0033367,4,4,1
FBgn0033371,1,3,3
FBgn0033372,3,3,1
FBgn0033373,3,4,1.3333333333333333
FBgn0033374,14,12,0.8571428571428571
FBgn0033376,3,3,1
FBgn0033377,10,9,0.9
FBgn0033378,20,19,0.95
FBgn0033379,12,10,0.8333333333333334
FBgn0033380,2,2,1
FBgn0033381,1,1,1
FBgn0033382,9,9,1
FBgn0033389,1,1,1
FBgn0033392,5,4,0.8
FBgn0033400,3,3,1
FBgn0033401,1,2,2
FBgn0033402,16,12,0.75
FBgn0033413,5,3,0.6
FBgn0033421,4,4,1
FBgn0033426,2,4,2
FBgn0033427,1,1,1
FBgn0033428,18,18,1
FBgn0033429,3,3,1
FBgn0033434,10,9,0.9
FBgn0033437,2,2,1
FBgn0033438,5,4,0.8
FBgn0033439,2,2,1
FBgn0033443,2,2,1
FBgn0033446,43,37,0.8604651162790697
FBgn0033448,5,4,0.8
FBgn0033449,5,5,1
FBgn0033450,4,4,1
FBgn0033451,4,3,0.75
FBgn0033453,4,4,1
FBgn0033454,2,2,1
FBgn0033457,7,7,1
FBgn0033458,17,14,0.8235294117647058
FBgn0033459,6,4,0.6666666666666666
FBgn0033460,33,33,1
FBgn0033461,1,2,2
FBgn0033463,9,9,1
FBgn0033465,10,10,1
FBgn0033467,3,3,1
FBgn0033468,2,2,1
FBgn0033471,3,3,1
FBgn0033473,11,12,1.0909090909090908
FBgn0033474,2,2,1
FBgn0033475,10,10,1
FBgn0033476,37,31,0.8378378378378378
FBgn0033479,2,2,1
FBgn0033480,2,4,2
FBgn0033482,18,15,0.8333333333333334
FBgn0033483,1,1,1
FBgn0033484,1,1,1
FBgn0033485,9,9,1
FBgn0033486,4,5,1.25
FBgn0033491,5,5,1
FBgn0033494,4,4,1
FBgn0033504,31,30,0.967741935483871
FBgn0033507,6,4,0.6666666666666666
FBgn0033523,3,3,1
FBgn0033524,1,1,1
FBgn0033526,15,11,0.7333333333333333
FBgn0033527,4,3,0.75
FBgn0033528,3,3,1
FBgn0033529,8,8,1
FBgn0033538,10,6,0.6
FBgn0033539,3,3,1
FBgn0033540,2,2,1
FBgn0033541,1,1,1
FBgn0033543,1,1,1
FBgn0033544,21,18,0.8571428571428571
FBgn0033547,4,4,1
FBgn0033548,3,1,0.3333333333333333
FBgn0033549,4,3,0.75
FBgn0033550,7,7,1
FBgn0033551,3,3,1
FBgn0033554,3,3,1
FBgn0033556,1,1,1
FBgn0033557,9,8,0.8888888888888888
FBgn0033558,2,2,1
FBgn0033564,3,2,0.6666666666666666
FBgn0033566,2,2,1
